timestamp,cmd_pos,cmd_vel,cmd_tau,act_pos,act_vel,act_current,temperature
1782293592.9341614,0.0,5000,0.0,438.6989778412914,18,0.06739926739926716,174
1782293592.961264,0.0,5000,0.0,438.6989778412914,-18,-0.00293040293040292,172
1782293592.9884682,0.0,5000,0.0,441.6638278830213,576,0.7648351648351657,171
1782293593.015929,0.0,5000,0.0,445.02399126364827,428,0.00879120879120876,173
1782293593.043278,0.0,5000,0.0,448.45004020075834,755,0.4131868131868135,174
1782293593.0707083,0.0,5000,0.0,451.590585059776,621,0.7179487179487172,174
1782293593.0984437,0.0,5000,0.0,454.86290103175907,398,0.18461538461538396,173
1782293593.136623,0.0,5000,0.0,458.4426829339959,554,0.7120879120879113,173
1782293593.1659415,0.0,5000,0.0,461.82480816678407,420,0.02637362637362628,173
1782293593.1946218,0.0,5000,0.0,467.6007752851171,800,0.23150183150183068,172
1782293593.223195,0.0,5000,0.0,471.24644274383667,673,0.5362637362637361,173
1782293593.2512019,0.0,5000,0.0,474.60660612446384,420,0.17875457875457812,172
1782293593.278833,0.0,5000,0.0,478.4279684004711,599,0.6945054945054938,172
1782293593.3062687,0.0,5000,0.0,482.0955977113517,390,-0.0439560439560438,173
1782293593.3450994,0.0,5000,0.0,485.78518887439316,755,0.4131868131868135,173
1782293593.374812,0.0,5000,0.0,488.9916192898937,614,0.7062271062271055,173
1782293593.403049,0.0,5000,0.0,492.285897114038,398,0.20219780219780148,172
1782293593.4324872,0.0,5000,0.0,495.9096027205966,584,0.7062271062271055,172
1782293593.4620247,0.0,5000,0.0,501.5977224302857,442,-0.00293040293040292,172
1782293593.491902,0.0,5000,0.0,505.6606650800637,762,0.3369963369963376,171
1782293593.5296822,0.0,5000,0.0,509.0647521650128,606,0.7355311355311347,174
1782293593.557567,0.0,5000,0.0,512.4688392499618,457,0.16703296703296644,175
1782293593.585581,0.0,5000,0.0,516.2682396738082,614,0.7120879120879113,172
1782293593.613896,0.0,5000,0.0,520.1335256541375,435,0.00293040293040292,175
1782293593.6414626,0.0,5000,0.0,524.0207734866277,740,0.3663003663003668,170
1782293593.6689172,0.0,5000,0.0,527.5785935367035,666,0.6710622710622705,170
1782293593.695969,0.0,5000,0.0,532.9372854639782,435,-0.02637362637362628,172
1782293593.7230575,0.0,5000,0.0,536.6488384791808,584,0.6827838827838821,174
1782293593.7619333,0.0,5000,0.0,540.1407729727734,435,0.00879120879120876,172
1782293593.7906852,0.0,5000,0.0,543.7864404314932,718,0.4014652014652018,172
1782293593.8195662,0.0,5000,0.0,547.1246419599595,606,0.7120879120879113,173
1782293593.8483248,0.0,5000,0.0,550.3530342276208,398,0.17289377289377228,173
1782293593.8772044,0.0,5000,0.0,553.9767398341796,569,0.7179487179487172,173
1782293593.9058194,0.0,5000,0.0,557.3588650669677,375,-0.0146520146520146,173
1782293593.935158,0.0,5000,0.0,560.8068758562388,688,0.38974358974359014,173
1782293593.973133,0.0,5000,0.0,566.2094914878353,770,0.2959706959706967,173
1782293594.0027094,0.0,5000,0.0,569.7233878335891,398,0.15531135531135476,173
1782293594.0307934,0.0,5000,0.0,573.5447501095964,599,0.688644688644688,173
1782293594.0586996,0.0,5000,0.0,577.1904175683161,383,0.00879120879120876,173
1782293594.0871956,0.0,5000,0.0,581.0337416964844,748,0.38974358974359014,172
1782293594.114926,0.0,5000,0.0,584.4378287814335,599,0.6769230769230763,172
1782293594.1431036,0.0,5000,0.0,587.8199540142215,398,0.12600732600732556,172
1782293594.182185,0.0,5000,0.0,591.6413162902289,591,0.7296703296703289,173
1782293594.2091446,0.0,5000,0.0,595.3748311575924,405,0.00293040293040292,173
1782293594.236057,0.0,5000,0.0,601.0629508672815,800,0.219780219780219,176
1782293594.2635612,0.0,5000,0.0,604.9282368476106,673,0.5069597069597069,169
1782293594.2927845,0.0,5000,0.0,608.3323239325599,390,0.10842490842490804,173
1782293594.320174,0.0,5000,0.0,612.0658387999233,643,0.7179487179487172,171
1782293594.3475437,0.0,5000,0.0,615.5358114413553,383,-0.00879120879120876,172
1782293594.3822176,0.0,5000,0.0,619.2254026043969,748,0.3545787545787551,174
1782293594.4095924,0.0,5000,0.0,622.629489689346,636,0.6417582417582413,172
1782293594.4368474,0.0,5000,0.0,625.9018056613293,405,0.18461538461538396,172
1782293594.4642558,0.0,5000,0.0,629.56943497221,517,0.7706959706959715,170
1782293594.4915528,0.0,5000,0.0,635.4991350556694,442,-0.0146520146520146,173
1782293594.518691,0.0,5000,0.0,639.1448025143894,733,0.4131868131868135,173
1782293594.546032,0.0,5000,0.0,642.2194618169237,591,0.6945054945054938,173
1782293594.5798135,0.0,5000,0.0,645.4039303802633,398,0.19633699633699564,172
1782293594.60743,0.0,5000,0.0,648.8958648738563,532,0.7706959706959715,172
1782293594.634752,0.0,5000,0.0,652.6952652977027,450,0.02637362637362628,174
1782293594.661817,0.0,5000,0.0,656.2970090521003,748,0.37802197802197846,173
1782293594.689023,0.0,5000,0.0,659.4814776154396,643,0.6827838827838821,172
1782293594.7164223,0.0,5000,0.0,662.731831735262,368,0.24322344322344236,171
1782293594.7438192,0.0,5000,0.0,667.8928669930881,599,0.7296703296703289,173
1782293594.7712119,0.0,5000,0.0,671.3189159301982,420,0.03223443223443212,175
1782293594.8055224,0.0,5000,0.0,674.8108504237911,777,0.395604395604396,172
1782293594.8333654,0.0,5000,0.0,678.0392426914525,636,0.6769230769230763,172
1782293594.861026,0.0,5000,0.0,681.3115586634357,428,0.19633699633699564,173
1782293594.8883002,0.0,5000,0.0,684.8254550091897,524,0.7941391941391949,171
1782293594.9158332,0.0,5000,0.0,688.1856183898168,383,0.02637362637362628,172
