timestamp,cmd_pos,cmd_vel,cmd_tau,act_pos,act_vel,act_current,temperature
1782293769.004726,0.0,5000,0.0,-673.9104144851916,-3,0.06739926739926716,173
1782293769.0328405,0.0,5000,0.0,-673.9104144851916,3,-0.0146520146520146,173
1782293769.0621278,0.0,5000,0.0,-670.7259459218521,539,0.8000000000000007,173
1782293769.0911322,0.0,5000,0.0,-667.0143929066497,368,0.03809523809523796,172
1782293769.1204562,0.0,5000,0.0,-663.1491069263204,733,0.33113553113553174,173
1782293769.1488853,0.0,5000,0.0,-659.6791342848884,621,0.6300366300366296,171
1782293769.1897776,0.0,5000,0.0,-656.1432760869736,398,0.36043956043956094,172
1782293769.2183356,0.0,5000,0.0,-652.475646776093,591,0.7355311355311347,175
1782293769.2469106,0.0,5000,0.0,-648.9397885781782,413,0.0146520146520146,171
1782293769.2750375,0.0,5000,0.0,-642.3731947820506,755,0.2959706959706967,173
1782293769.3032284,0.0,5000,0.0,-638.9251839927796,651,0.6183150183150179,172
1782293769.3310826,0.0,5000,0.0,-635.5869824643133,398,0.23150183150183068,174
1782293769.3589025,0.0,5000,0.0,-631.831505744789,584,0.7472527472527464,173
1782293769.403411,0.0,5000,0.0,-628.2736856947132,442,-0.00293040293040292,172
1782293769.4313605,0.0,5000,0.0,-623.9252389668427,405,0.00879120879120876,172
1782293769.4591293,0.0,5000,0.0,-620.301533360284,785,0.3838827838827843,173
1782293769.4868205,0.0,5000,0.0,-617.0731410926227,599,0.6652014652014646,172
1782293769.5146232,0.0,5000,0.0,-610.8798987832314,748,0.1904761904761898,173
1782293769.5423992,0.0,5000,0.0,-607.3001168809947,435,0.03809523809523796,172
1782293769.5698645,0.0,5000,0.0,-603.698373126597,710,0.3663003663003668,176
1782293769.6089044,0.0,5000,0.0,-600.4260571546137,621,0.6593406593406588,173
1782293769.637072,0.0,5000,0.0,-597.1317793304694,435,0.20805860805860732,172
1782293769.664726,0.0,5000,0.0,-593.5300355760717,539,0.8000000000000007,172
1782293769.6922135,0.0,5000,0.0,-589.9941773781568,450,0.03223443223443212,173
1782293769.72058,0.0,5000,0.0,-586.5242047367249,703,0.3663003663003668,173
1782293769.748567,0.0,5000,0.0,-583.2079650604196,651,0.6476190476190471,173
1782293769.7774153,0.0,5000,0.0,-577.4539597942477,405,-0.00879120879120876,174
1782293769.8146555,0.0,5000,0.0,-573.742406779045,569,0.6945054945054938,174
1782293769.842754,0.0,5000,0.0,-570.3163578419351,413,0.04981684981684964,173
1782293769.8718443,0.0,5000,0.0,-566.8024614961812,710,0.3838827838827843,175
1782293769.9002216,0.0,5000,0.0,-563.464259967715,651,0.7003663003662997,172
1782293769.9281497,0.0,5000,0.0,-560.1260584392488,420,0.13772893772893724,172
1782293769.9559617,0.0,5000,0.0,-556.4803909805293,591,0.7706959706959715,169
1782293769.9837112,0.0,5000,0.0,-552.8347235218096,398,0.03223443223443212,171
1782293770.0233054,0.0,5000,0.0,-549.123170506607,762,0.37802197802197846,172
1782293770.0515068,0.0,5000,0.0,-543.94017339662,666,0.6593406593406588,173
1782293770.0803688,0.0,5000,0.0,-540.5800100159929,428,0.1318681318681314,172
1782293770.109312,0.0,5000,0.0,-536.6927621835026,554,0.6593406593406588,175
1782293770.136687,0.0,5000,0.0,-533.0251328726221,405,0.03223443223443212,172
1782293770.1698198,0.0,5000,0.0,-529.4014272660634,748,0.3838827838827843,176
1782293770.2002504,0.0,5000,0.0,-526.1291112940801,606,0.6417582417582413,173
1782293770.2335048,0.0,5000,0.0,-522.8128716177748,465,0.11428571428571388,175
1782293770.260209,0.0,5000,0.0,-519.1013186025723,561,0.7179487179487172,173
1782293770.2869675,0.0,5000,0.0,-515.6313459611404,450,0.02637362637362628,173
1782293770.3141875,0.0,5000,0.0,-509.54791291255395,762,0.395604395604396,172
1782293770.3420029,0.0,5000,0.0,-506.07794027112203,666,0.6183150183150179,170
1782293770.3689594,0.0,5000,0.0,-502.67385318617295,428,0.15531135531135476,175
1782293770.3962474,0.0,5000,0.0,-498.7426816493608,561,0.7648351648351657,173
1782293770.423678,0.0,5000,0.0,-495.33859456441166,383,0.04981684981684964,173
