timestamp,cmd_pos,cmd_vel,cmd_tau,act_pos,act_vel,act_current,temperature
1782294195.694811,0.0,5000,0.0,9.674195876903639,-26,-0.00293040293040292,173
1782294195.7233999,0.0,5000,0.0,9.674195876903639,-11,0.00879120879120876,174
1782294195.751727,0.0,5000,0.0,12.94651184888702,554,0.8234432234432241,174
1782294195.7804198,0.0,5000,0.0,16.526293751123674,413,0.05567765567765548,175
1782294195.8085399,0.0,5000,0.0,20.25980861848722,725,0.3428571428571434,174
1782294195.8362722,0.0,5000,0.0,23.685857555597185,643,0.6358974358974354,174
1782294195.8717806,0.0,5000,0.0,27.002097231902408,390,0.41904761904761934,174
1782294195.903903,0.0,5000,0.0,30.603840986300234,591,0.7355311355311347,174
1782294195.9324722,0.0,5000,0.0,34.2495084450198,413,0.0146520146520146,174
1782294195.9596148,0.0,5000,0.0,40.113322971996595,807,0.3135531135531142,174
1782294195.986357,0.0,5000,0.0,43.583295613428504,658,0.6007326007326004,172
1782294196.0133274,0.0,5000,0.0,46.9214971418947,413,0.1904761904761898,174
1782294196.0409615,0.0,5000,0.0,50.52324089629252,599,0.753113553113554,176
1782294196.0690863,0.0,5000,0.0,53.861442424758714,375,0.02637362637362628,173
1782294196.101349,0.0,5000,0.0,57.24356765754674,681,0.395604395604396,173
1782294196.1285312,0.0,5000,0.0,60.42803622088624,576,0.6827838827838821,171
1782294196.1554132,0.0,5000,0.0,63.722314045030494,413,0.2666666666666675,174
1782294196.1821132,0.0,5000,0.0,67.47779076455501,591,0.7413919413919405,174
1782294196.2087846,0.0,5000,0.0,72.02389416187403,442,-0.00879120879120876,174
1782294196.2358913,0.0,5000,0.0,75.55975235978894,725,0.3428571428571434,174
1782294196.2628582,0.0,5000,0.0,78.76618277528921,651,0.7120879120879113,175
1782294196.2954965,0.0,5000,0.0,81.95065133862872,398,0.20805860805860732,174
1782294196.3225155,0.0,5000,0.0,85.37670027573888,606,0.7296703296703289,176
1782294196.3495822,0.0,5000,0.0,88.64901624772206,420,0.08498168498168468,174
1782294196.3768265,0.0,5000,0.0,92.0970270369931,770,0.395604395604396,174
1782294196.404698,0.0,5000,0.0,95.25953374817163,643,0.6827838827838821,173
1782294196.4322307,0.0,5000,0.0,98.46596416367191,383,0.2490842490842482,174
1782294196.459673,0.0,5000,0.0,103.18776237827879,569,0.753113553113554,174
1782294196.493003,0.0,5000,0.0,106.504002054584,405,0.08498168498168468,174
1782294196.5213792,0.0,5000,0.0,109.93005099169397,748,0.41904761904761934,174
1782294196.549771,0.0,5000,0.0,113.11451955503348,636,0.6710622710622705,174
1782294196.5783687,0.0,5000,0.0,116.38683552701676,413,0.15531135531135476,177
1782294196.6070316,0.0,5000,0.0,120.01054113357546,554,0.7179487179487172,174
1782294196.6350298,0.0,5000,0.0,123.54639933149026,450,0.06153846153846132,174
1782294196.662889,0.0,5000,0.0,127.03833382508314,748,0.40732600732600766,174
1782294196.6896791,0.0,5000,0.0,130.20084053626167,584,0.7062271062271055,175
1782294196.722499,0.0,5000,0.0,134.7469439335807,405,0.04981684981684964,173
1782294196.7496274,0.0,5000,0.0,138.50242065310522,636,0.6827838827838821,174
1782294196.7766907,0.0,5000,0.0,142.12612625966392,428,0.0439560439560438,171
1782294196.8035138,0.0,5000,0.0,145.83767927486647,733,0.3663003663003668,174
1782294196.8305311,0.0,5000,0.0,149.32961376845935,710,0.5890109890109887,174
1782294196.8576477,0.0,5000,0.0,152.68977714908652,398,0.1904761904761898,174
1782294196.8845322,0.0,5000,0.0,156.4013301642891,554,0.7003663003662997,173
1782294196.9172263,0.0,5000,0.0,159.95915021436488,413,0.09670329670329636,174
1782294196.944287,0.0,5000,0.0,163.38519915147495,762,0.41904761904761934,174
1782294196.9709961,0.0,5000,0.0,167.64579847070146,770,0.40732600732600766,174
1782294196.9979186,0.0,5000,0.0,170.91811444268475,383,0.20219780219780148,174
1782294197.0247252,0.0,5000,0.0,174.4978963449216,569,0.6827838827838821,174
1782294197.0529091,0.0,5000,0.0,177.9019834298706,420,0.09084249084249052,174
1782294197.0797956,0.0,5000,0.0,181.32803236698066,688,0.4014652014652018,174
1782294197.106948,0.0,5000,0.0,184.42465352167628,599,0.7941391941391949,174
1782294197.1403759,0.0,5000,0.0,187.63108393717667,390,0.2959706959706967,174
1782294197.1685972,0.0,5000,0.0,191.1669421350915,599,0.6945054945054938,174
1782294197.196264,0.0,5000,0.0,194.54906736787962,398,0.03223443223443212,174
1782294197.223475,0.0,5000,0.0,197.97511630498968,777,0.36043956043956094,175
1782294197.2504864,0.0,5000,0.0,202.32356303286008,621,0.6827838827838821,173
1782294197.277631,0.0,5000,0.0,205.52999344836064,390,0.23150183150183068,174
1782294197.3047855,0.0,5000,0.0,208.99996608979245,561,0.753113553113554,174
1782294197.338153,0.0,5000,0.0,212.33816761825864,375,0.08498168498168468,175
